payment_id,payment_reference,loan_id,emi_number,payment_date,emi_amount,principal_paid,interest_paid,late_fee,payment_method,payment_status,remaining_balance
85858,BKAIPAY82432150,2879,20,2026-09-09,11777.3,8267.77,3509.53,0,Cheque,Paid,208117.94
85859,BKAIPAY67787251,2879,21,2026-10-09,11777.3,8501.47,3275.83,0,Auto Debit,Paid,199616.47
85860,BKAIPAY11434915,2879,22,2026-11-08,11777.3,7747.17,4030.13,0,NEFT,Paid,191869.3
85861,BKAIPAY33418942,2879,23,2026-12-08,11777.3,7105.21,4672.09,0,NEFT,Paid,184764.09
85862,BKAIPAY59925397,2879,24,2027-01-07,11777.3,8108.67,3668.63,0,Auto Debit,Paid,176655.42
85863,BKAIPAY78184052,2879,25,2027-02-06,11777.3,6645.47,5131.83,0,NEFT,Paid,170009.95
85864,BKAIPAY79420243,2879,26,2027-03-08,11777.3,8177.11,3600.19,0,IMPS,Paid,161832.84
85865,BKAIPAY72622080,2879,27,2027-04-07,11777.3,7451.68,4325.62,0,Auto Debit,Paid,154381.16
85866,BKAIPAY93836368,2879,28,2027-05-07,11777.3,8595.42,3181.88,0,Auto Debit,Paid,145785.74
85867,BKAIPAY86026784,2879,29,2027-06-06,11777.3,6761.77,5015.53,0,IMPS,Paid,139023.97
85868,BKAIPAY95971509,2879,30,2027-07-06,11777.3,6877.65,4899.65,0,Auto Debit,Paid,132146.32
85869,BKAIPAY17265053,2879,31,2027-08-05,11777.3,8039.95,3737.35,0,Auto Debit,Paid,124106.37
85870,BKAIPAY21861777,2879,32,2027-09-04,11777.3,9036.36,2740.94,0,Auto Debit,Paid,115070.01
85871,BKAIPAY68579157,2880,1,2025-07-13,38020.3,27653.28,10367.02,0,NEFT,Paid,1759300.82
85872,BKAIPAY26937468,2880,2,2025-08-12,38020.3,21158.77,16861.53,0,UPI,Paid,1738142.05
85873,BKAIPAY58437016,2880,3,2025-09-11,38020.3,27772.41,10247.89,0,Cheque,Paid,1710369.64
85874,BKAIPAY60401271,2880,4,2025-10-11,38020.3,22887.78,15132.52,0,IMPS,Paid,1687481.86
85875,BKAIPAY65842707,2880,5,2025-11-10,38020.3,26166.2,11854.1,0,Auto Debit,Paid,1661315.66
85876,BKAIPAY34291172,2880,6,2025-12-10,38020.3,24497.72,13522.58,0,Auto Debit,Paid,1636817.94
85877,BKAIPAY59724546,2880,7,2026-01-09,38020.3,27673.32,10346.98,1161,Auto Debit,Late,1609144.62
85878,BKAIPAY25300343,2880,8,2026-02-08,38020.3,29956.98,8063.32,0,IMPS,Paid,1579187.64
85879,BKAIPAY41888614,2880,9,2026-03-10,38020.3,27308.59,10711.71,0,Auto Debit,Paid,1551879.05
85880,BKAIPAY73241976,2880,10,2026-04-09,38020.3,24171.22,13849.08,0,Auto Debit,Paid,1527707.83
85881,BKAIPAY59556889,2880,11,2026-05-09,38020.3,26484.03,11536.27,0,Cheque,Paid,1501223.8
85882,BKAIPAY40997141,2880,12,2026-06-08,38020.3,28523.44,9496.86,0,IMPS,Paid,1472700.36
85883,BKAIPAY95374596,2880,13,2026-07-08,38020.3,22266.34,15753.96,0,UPI,Paid,1450434.02
85884,BKAIPAY97043113,2880,14,2026-08-07,38020.3,29563.79,8456.51,0,Auto Debit,Paid,1420870.23
85885,BKAIPAY36263556,2880,15,2026-09-06,38020.3,29887.91,8132.39,0,Auto Debit,Paid,1390982.32
85886,BKAIPAY99345479,2880,16,2026-10-06,38020.3,22505.22,15515.08,0,UPI,Paid,1368477.1
85887,BKAIPAY84730767,2880,17,2026-11-05,38020.3,22813.01,15207.29,0,IMPS,Paid,1345664.09
85888,BKAIPAY96390296,2880,18,2026-12-05,38020.3,23993.7,14026.6,0,Auto Debit,Paid,1321670.39
85889,BKAIPAY79127994,2880,19,2027-01-04,38020.3,26932.77,11087.53,0,Auto Debit,Paid,1294737.62
85890,BKAIPAY50397630,2880,20,2027-02-03,38020.3,27242.15,10778.15,0,Auto Debit,Paid,1267495.47
85891,BKAIPAY11177394,2880,21,2027-03-05,38020.3,26128.92,11891.38,0,UPI,Paid,1241366.55
85892,BKAIPAY38064155,2880,22,2027-04-04,38020.3,24791.4,13228.9,0,Auto Debit,Paid,1216575.15
85893,BKAIPAY87592483,2880,23,2027-05-04,38020.3,25790.67,12229.63,346,UPI,Late,1190784.48
85894,BKAIPAY86051758,2880,24,2027-06-03,38020.3,23119.94,14900.36,0,NEFT,Paid,1167664.54
85895,BKAIPAY97366642,2880,25,2027-07-03,38020.3,21554.56,16465.74,0,UPI,Paid,1146109.98
85896,BKAIPAY44211858,2880,26,2027-08-02,38020.3,30248.37,7771.93,0,IMPS,Paid,1115861.61
85897,BKAIPAY24451564,2880,27,2027-09-01,38020.3,30349.88,7670.42,0,NEFT,Paid,1085511.73
85898,BKAIPAY99475574,2880,28,2027-10-01,38020.3,28721.31,9298.99,0,Auto Debit,Paid,1056790.42
85899,BKAIPAY91584489,2880,29,2027-10-31,38020.3,27730.33,10289.97,0,NEFT,Paid,1029060.09
85900,BKAIPAY30269899,2880,30,2027-11-30,38020.3,27811.37,10208.93,0,Auto Debit,Paid,1001248.72
85901,BKAIPAY78134320,2880,31,2027-12-30,38020.3,23722.81,14297.49,0,Cash,Paid,977525.91
85902,BKAIPAY59727559,2880,32,2028-01-29,38020.3,30361.07,7659.23,0,Auto Debit,Paid,947164.84
85903,BKAIPAY31952892,2880,33,2028-02-28,38020.3,30171.22,7849.08,0,Cash,Paid,916993.62
85904,BKAIPAY66351017,2880,34,2028-03-29,38020.3,21464.11,16556.19,0,Cash,Paid,895529.51
85905,BKAIPAY89653796,2880,35,2028-04-28,38020.3,30344.93,7675.37,0,UPI,Paid,865184.58
85906,BKAIPAY71874098,2880,36,2028-05-28,38020.3,27377.1,10643.2,0,Cash,Paid,837807.48
85907,BKAIPAY23631440,2880,37,2028-06-27,38020.3,27021.42,10998.88,0,Auto Debit,Paid,810786.06
85908,BKAIPAY13855676,2880,38,2028-07-27,38020.3,26355.27,11665.03,0,NEFT,Paid,784430.79
85909,BKAIPAY56534076,2880,39,2028-08-26,38020.3,24489.9,13530.4,0,NEFT,Paid,759940.89
85910,BKAIPAY71680089,2880,40,2028-09-25,38020.3,27334.19,10686.11,0,UPI,Paid,732606.7
85911,BKAIPAY21366386,2880,41,2028-10-25,38020.3,25184.27,12836.03,0,Auto Debit,Paid,707422.43
85912,BKAIPAY58798114,2880,42,2028-11-24,38020.3,27358.88,10661.42,0,UPI,Paid,680063.55
85913,BKAIPAY23866685,2880,43,2028-12-24,38020.3,27372.4,10647.9,0,NEFT,Paid,652691.15
85914,BKAIPAY35342812,2880,44,2029-01-23,38020.3,30198.11,7822.19,0,NEFT,Paid,622493.04
85915,BKAIPAY38326371,2880,45,2029-02-22,38020.3,24948.65,13071.65,0,Auto Debit,Paid,597544.39
85916,BKAIPAY99647920,2880,46,2029-03-24,38020.3,25603.83,12416.47,0,IMPS,Paid,571940.56
85917,BKAIPAY21191976,2880,47,2029-04-23,38020.3,23298.07,14722.23,0,UPI,Paid,548642.49
85918,BKAIPAY70067595,2881,1,2024-11-20,51857.54,33130.53,18727.01,0,Auto Debit,Paid,1211450.43
85919,BKAIPAY72312337,2881,2,2024-12-20,51857.54,28749.38,23108.16,0,IMPS,Paid,1182701.05
85920,BKAIPAY35073372,2881,3,2025-01-19,51857.54,34678.31,17179.23,0,UPI,Paid,1148022.74
85921,BKAIPAY24919263,2881,4,2025-02-18,51857.54,39078.57,12778.97,0,IMPS,Paid,1108944.17
85922,BKAIPAY85339343,2881,5,2025-03-20,51857.54,35288.56,16568.98,0,UPI,Paid,1073655.61
85923,BKAIPAY11841479,2881,6,2025-04-19,51857.54,38312.22,13545.32,0,Auto Debit,Paid,1035343.39
85924,BKAIPAY14448026,2881,7,2025-05-19,51857.54,37530.64,14326.9,0,Auto Debit,Paid,997812.75
85925,BKAIPAY75591202,2881,8,2025-06-18,51857.54,33586.62,18270.92,0,UPI,Paid,964226.13
85926,BKAIPAY32853400,2881,9,2025-07-18,51857.54,38888.51,12969.03,0,Auto Debit,Paid,925337.62
85927,BKAIPAY50896616,2881,10,2025-08-17,51857.54,29227.67,22629.87,0,Cheque,Paid,896109.95
85928,BKAIPAY87161132,2881,11,2025-09-16,51857.54,39023.54,12834.0,0,Auto Debit,Paid,857086.41
85929,BKAIPAY42967736,2881,12,2025-10-16,51857.54,29132.89,22724.65,0,UPI,Paid,827953.52
85930,BKAIPAY47249334,2881,13,2025-11-15,51857.54,38556.66,13300.88,0,Auto Debit,Paid,789396.86
85931,BKAIPAY26395326,2881,14,2025-12-15,51857.54,38204.27,13653.27,0,UPI,Paid,751192.59
85932,BKAIPAY57170083,2881,15,2026-01-14,51857.54,28978.08,22879.46,0,IMPS,Paid,722214.51
85933,BKAIPAY38005102,2881,16,2026-02-13,51857.54,29726.11,22131.43,0,UPI,Paid,692488.4
85934,BKAIPAY22831370,2881,17,2026-03-15,51857.54,32213.18,19644.36,0,Auto Debit,Paid,660275.22
85935,BKAIPAY21023841,2881,18,2026-04-14,51857.54,30696.26,21161.28,0,Auto Debit,Paid,629578.96
85936,BKAIPAY95971374,2881,19,2026-05-14,51857.54,32826.39,19031.15,0,Cash,Paid,596752.57
85937,BKAIPAY28696072,2881,20,2026-06-13,51857.54,29334.37,22523.17,0,Auto Debit,Paid,567418.2
85938,BKAIPAY79280791,2881,21,2026-07-13,51857.54,33716.22,18141.32,0,Auto Debit,Paid,533701.98
85939,BKAIPAY37828887,2881,22,2026-08-12,51857.54,41295.05,10562.49,0,IMPS,Paid,492406.93
85940,BKAIPAY19861796,2881,23,2026-09-11,51857.54,40123.29,11734.25,0,Auto Debit,Paid,452283.64
85941,BKAIPAY25926074,2881,24,2026-10-11,51857.54,40593.3,11264.24,0,Cheque,Paid,411690.34
85942,BKAIPAY29991975,2882,1,2025-07-25,75577.89,41589.86,33988.03,0,Auto Debit,Paid,2603636.29
85943,BKAIPAY85549902,2882,2,2025-08-24,75577.89,45558.79,30019.1,0,IMPS,Paid,2558077.5
85944,BKAIPAY81993895,2882,3,2025-09-23,75577.89,57904.28,17673.61,0,Cash,Paid,2500173.22
85945,BKAIPAY53744492,2882,4,2025-10-23,75577.89,43757.03,31820.86,0,UPI,Paid,2456416.19
85946,BKAIPAY98429963,2882,5,2025-11-22,75577.89,53803.49,21774.4,0,UPI,Paid,2402612.7
85947,BKAIPAY34562612,2882,6,2025-12-22,75577.89,57830.73,17747.16,0,Auto Debit,Paid,2344781.97
85948,BKAIPAY15590847,2882,7,2026-01-21,75577.89,56069.98,19507.91,0,Auto Debit,Paid,2288711.99
85949,BKAIPAY64119292,2882,8,2026-02-20,75577.89,43608.16,31969.73,0,NEFT,Paid,2245103.83
85950,BKAIPAY51565957,2882,9,2026-03-22,75577.89,57225.85,18352.04,1366,UPI,Missed,2187877.98
85951,BKAIPAY96638160,2882,10,2026-04-21,75577.89,45129.78,30448.11,0,Auto Debit,Paid,2142748.2
85952,BKAIPAY73627631,2882,11,2026-05-21,75577.89,50287.32,25290.57,254,Cash,Late,2092460.88
85953,BKAIPAY27110860,2882,12,2026-06-20,75577.89,55418.91,20158.98,0,Auto Debit,Paid,2037041.97
85954,BKAIPAY48107170,2882,13,2026-07-20,75577.89,58292.71,17285.18,0,UPI,Paid,1978749.26
85955,BKAIPAY22323929,2882,14,2026-08-19,75577.89,47881.63,27696.26,0,Cash,Paid,1930867.63
85956,BKAIPAY47785955,2882,15,2026-09-18,75577.89,47269.79,28308.1,0,UPI,Paid,1883597.84
85957,BKAIPAY40403513,2882,16,2026-10-18,75577.89,41670.01,33907.88,0,Cheque,Paid,1841927.83
85958,BKAIPAY69380786,2882,17,2026-11-17,75577.89,43109.74,32468.15,237,Auto Debit,Late,1798818.09
85959,BKAIPAY77493186,2882,18,2026-12-17,75577.89,57211.6,18366.29,0,Auto Debit,Paid,1741606.49
85960,BKAIPAY68557190,2882,19,2027-01-16,75577.89,58788.26,16789.63,0,UPI,Paid,1682818.23
85961,BKAIPAY91538859,2882,20,2027-02-15,75577.89,51759.38,23818.51,0,UPI,Paid,1631058.85
85962,BKAIPAY43502088,2882,21,2027-03-17,75577.89,53882.2,21695.69,0,Cash,Paid,1577176.65
85963,BKAIPAY94810012,2882,22,2027-04-16,75577.89,60115.44,15462.45,0,Auto Debit,Paid,1517061.21
85964,BKAIPAY59835649,2882,23,2027-05-16,75577.89,56451.43,19126.46,0,NEFT,Paid,1460609.78
85965,BKAIPAY86756496,2882,24,2027-06-15,75577.89,55205.28,20372.61,0,UPI,Paid,1405404.5
85966,BKAIPAY60553627,2882,25,2027-07-15,75577.89,48104.6,27473.29,0,IMPS,Paid,1357299.9
85967,BKAIPAY96608691,2882,26,2027-08-14,75577.89,50682.49,24895.4,0,IMPS,Paid,1306617.41
85968,BKAIPAY14058271,2882,27,2027-09-13,75577.89,42080.89,33497.0,0,Auto Debit,Paid,1264536.52
85969,BKAIPAY79855439,2882,28,2027-10-13,75577.89,45967.41,29610.48,0,IMPS,Paid,1218569.11
85970,BKAIPAY91433551,2882,29,2027-11-12,75577.89,44397.95,31179.94,0,NEFT,Paid,1174171.16
85971,BKAIPAY17437637,2882,30,2027-12-12,75577.89,55790.32,19787.57,0,UPI,Paid,1118380.84
85972,BKAIPAY18725981,2882,31,2028-01-11,75577.89,42083.47,33494.42,0,UPI,Paid,1076297.37
85973,BKAIPAY17447654,2882,32,2028-02-10,75577.89,54528.01,21049.88,0,Auto Debit,Paid,1021769.36
85974,BKAIPAY12352089,2882,33,2028-03-11,75577.89,51085.34,24492.55,0,Auto Debit,Paid,970684.02
85975,BKAIPAY98254845,2882,34,2028-04-10,75577.89,51877.36,23700.53,0,IMPS,Paid,918806.66
85976,BKAIPAY73854727,2882,35,2028-05-10,75577.89,41746.4,33831.49,0,UPI,Paid,877060.26
85977,BKAIPAY70314123,2883,1,2026-05-29,61966.49,49395.77,12570.72,0,Cash,Paid,2057464.89
85978,BKAIPAY50364171,2883,2,2026-06-28,61966.49,45927.31,16039.18,0,Auto Debit,Paid,2011537.58
85979,BKAIPAY57692019,2883,3,2026-07-28,61966.49,35543.59,26422.9,0,Auto Debit,Paid,1975993.99
85980,BKAIPAY88408059,2883,4,2026-08-27,61966.49,44664.66,17301.83,0,Cash,Paid,1931329.33
85981,BKAIPAY86552876,2883,5,2026-09-26,61966.49,48685.36,13281.13,0,Cash,Paid,1882643.97
85982,BKAIPAY38945305,2883,6,2026-10-26,61966.49,44431.52,17534.97,0,NEFT,Paid,1838212.45
85983,BKAIPAY17415258,2883,7,2026-11-25,61966.49,44866.1,17100.39,0,Auto Debit,Paid,1793346.35
85984,BKAIPAY62410228,2883,8,2026-12-25,61966.49,38639.57,23326.92,0,Auto Debit,Paid,1754706.78
85985,BKAIPAY48528216,2883,9,2027-01-24,61966.49,35408.35,26558.14,0,Auto Debit,Paid,1719298.43
85986,BKAIPAY37739279,2883,10,2027-02-23,61966.49,47802.6,14163.89,0,Auto Debit,Paid,1671495.83
85987,BKAIPAY76049192,2883,11,2027-03-25,61966.49,42677.09,19289.4,0,UPI,Paid,1628818.74
85988,BKAIPAY86897877,2883,12,2027-04-24,61966.49,41460.31,20506.18,0,UPI,Paid,1587358.43
85989,BKAIPAY67427648,2883,13,2027-05-24,61966.49,39486.0,22480.49,0,Auto Debit,Paid,1547872.43
85990,BKAIPAY66354360,2883,14,2027-06-23,61966.49,40816.52,21149.97,0,Auto Debit,Paid,1507055.91
85991,BKAIPAY35317428,2883,15,2027-07-23,61966.49,43025.89,18940.6,0,NEFT,Paid,1464030.02
85992,BKAIPAY30378236,2883,16,2027-08-22,61966.49,47914.45,14052.04,0,IMPS,Paid,1416115.57
85993,BKAIPAY63587299,2883,17,2027-09-21,61966.49,45984.49,15982.0,0,NEFT,Paid,1370131.08
85994,BKAIPAY83313839,2883,18,2027-10-21,61966.49,40163.91,21802.58,0,Auto Debit,Paid,1329967.17
85995,BKAIPAY15924131,2883,19,2027-11-20,61966.49,40777.64,21188.85,0,Auto Debit,Paid,1289189.53
85996,BKAIPAY59591171,2883,20,2027-12-20,61966.49,39663.9,22302.59,497,IMPS,Late,1249525.63
85997,BKAIPAY85998668,2883,21,2028-01-19,61966.49,35172.52,26793.97,0,Cash,Paid,1214353.11
85998,BKAIPAY89654073,2883,22,2028-02-18,61966.49,36573.16,25393.33,0,Cash,Paid,1177779.95
85999,BKAIPAY86515967,2883,23,2028-03-19,61966.49,42361.29,19605.2,0,UPI,Paid,1135418.66
86000,BKAIPAY66525090,2883,24,2028-04-18,61966.49,37289.2,24677.29,0,Auto Debit,Paid,1098129.46
86001,BKAIPAY83985632,2883,25,2028-05-18,61966.49,41016.72,20949.77,0,UPI,Paid,1057112.74
86002,BKAIPAY86390110,2883,26,2028-06-17,61966.49,39822.4,22144.09,0,UPI,Paid,1017290.34
86003,BKAIPAY43804726,2883,27,2028-07-17,61966.49,35295.75,26670.74,0,Auto Debit,Paid,981994.59
86004,BKAIPAY68615235,2883,28,2028-08-16,61966.49,36685.62,25280.87,0,NEFT,Paid,945308.97
86005,BKAIPAY71064985,2883,29,2028-09-15,61966.49,36278.76,25687.73,0,Auto Debit,Paid,909030.21
86006,BKAIPAY25465709,2883,30,2028-10-15,61966.49,40353.27,21613.22,0,Cash,Paid,868676.94
86007,BKAIPAY44194096,2883,31,2028-11-14,61966.49,45761.5,16204.99,0,Auto Debit,Paid,822915.44
86008,BKAIPAY44797811,2883,32,2028-12-14,61966.49,40826.85,21139.64,0,Auto Debit,Paid,782088.59
86009,BKAIPAY96708351,2883,33,2029-01-13,61966.49,38556.05,23410.44,0,IMPS,Paid,743532.54
86010,BKAIPAY45972754,2883,34,2029-02-12,61966.49,39137.26,22829.23,0,UPI,Paid,704395.28
86011,BKAIPAY79317103,2884,1,2025-05-08,17935.56,14125.21,3810.35,0,UPI,Paid,613619.39
86012,BKAIPAY41340726,2884,2,2025-06-07,17935.56,13043.93,4891.63,0,IMPS,Paid,600575.46
86013,BKAIPAY90748503,2884,3,2025-07-07,17935.56,13989.67,3945.89,0,Auto Debit,Paid,586585.79
86014,BKAIPAY55463602,2884,4,2025-08-06,17935.56,12762.94,5172.62,0,Cash,Paid,573822.85
86015,BKAIPAY21928224,2884,5,2025-09-05,17935.56,13996.71,3938.85,0,Auto Debit,Paid,559826.14
86016,BKAIPAY86134221,2884,6,2025-10-05,17935.56,11631.56,6304.0,0,Auto Debit,Paid,548194.58
86017,BKAIPAY81945158,2884,7,2025-11-04,17935.56,12407.43,5528.13,0,NEFT,Paid,535787.15
86018,BKAIPAY30181186,2884,8,2025-12-04,17935.56,12723.13,5212.43,0,NEFT,Paid,523064.02
86019,BKAIPAY75852950,2884,9,2026-01-03,17935.56,12414.61,5520.95,0,Auto Debit,Paid,510649.41
86020,BKAIPAY26556791,2884,10,2026-02-02,17935.56,11913.57,6021.99,1801,Auto Debit,Missed,498735.84
86021,BKAIPAY97201421,2884,11,2026-03-04,17935.56,12035.34,5900.22,0,UPI,Paid,486700.5
86022,BKAIPAY99563923,2884,12,2026-04-03,17935.56,14283.36,3652.2,0,Auto Debit,Paid,472417.14
86023,BKAIPAY44372951,2884,13,2026-05-03,17935.56,11376.73,6558.83,0,Auto Debit,Paid,461040.41
86024,BKAIPAY92627357,2884,14,2026-06-02,17935.56,11038.38,6897.18,0,NEFT,Paid,450002.03
86025,BKAIPAY36592203,2884,15,2026-07-02,17935.56,11549.56,6386.0,0,NEFT,Paid,438452.47
86026,BKAIPAY29075939,2884,16,2026-08-01,17935.56,10640.05,7295.51,0,NEFT,Paid,427812.42
86027,BKAIPAY18210694,2884,17,2026-08-31,17935.56,12889.36,5046.2,0,NEFT,Paid,414923.06
86028,BKAIPAY83306515,2884,18,2026-09-30,17935.56,12897.19,5038.37,0,Auto Debit,Paid,402025.87
86029,BKAIPAY79764649,2884,19,2026-10-30,17935.56,10002.95,7932.61,0,Cheque,Paid,392022.92
86030,BKAIPAY29249360,2884,20,2026-11-29,17935.56,10684.14,7251.42,0,UPI,Paid,381338.78
86031,BKAIPAY48812163,2884,21,2026-12-29,17935.56,11536.89,6398.67,0,Cheque,Paid,369801.89
86032,BKAIPAY35341755,2884,22,2027-01-28,17935.56,12034.75,5900.81,0,Cash,Paid,357767.14
86033,BKAIPAY35266727,2884,23,2027-02-27,17935.56,12273.29,5662.27,0,Auto Debit,Paid,345493.85
86034,BKAIPAY60826793,2884,24,2027-03-29,17935.56,10838.5,7097.06,0,UPI,Paid,334655.35
86035,BKAIPAY73079171,2884,25,2027-04-28,17935.56,11380.25,6555.31,0,UPI,Paid,323275.1
86036,BKAIPAY66761791,2884,26,2027-05-28,17935.56,12108.95,5826.61,0,IMPS,Paid,311166.15
86037,BKAIPAY95098511,2884,27,2027-06-27,17935.56,10695.03,7240.53,0,Auto Debit,Paid,300471.12
86038,BKAIPAY71752316,2884,28,2027-07-27,17935.56,10069.02,7866.54,0,UPI,Paid,290402.1
86039,BKAIPAY28431756,2884,29,2027-08-26,17935.56,13992.52,3943.04,0,UPI,Paid,276409.58
86040,BKAIPAY85190256,2884,30,2027-09-25,17935.56,13141.62,4793.94,0,UPI,Paid,263267.96
86041,BKAIPAY86136235,2884,31,2027-10-25,17935.56,14237.31,3698.25,0,IMPS,Paid,249030.65
86042,BKAIPAY52724809,2884,32,2027-11-24,17935.56,9946.14,7989.42,0,Auto Debit,Paid,239084.51
86043,BKAIPAY50791396,2884,33,2027-12-24,17935.56,12395.13,5540.43,0,UPI,Paid,226689.38
86044,BKAIPAY40433627,2884,34,2028-01-23,17935.56,13200.5,4735.06,0,Auto Debit,Paid,213488.88
86045,BKAIPAY71053672,2884,35,2028-02-22,17935.56,12317.56,5618.0,0,IMPS,Paid,201171.32
86046,BKAIPAY14608322,2885,1,2026-06-09,32881.49,19742.59,13138.9,0,Auto Debit,Paid,1098228.07
86047,BKAIPAY75495128,2885,2,2026-07-09,32881.49,25766.63,7114.86,0,IMPS,Paid,1072461.44
86048,BKAIPAY78947514,2885,3,2026-08-08,32881.49,19511.38,13370.11,0,Auto Debit,Paid,1052950.06
86049,BKAIPAY79508740,2885,4,2026-09-07,32881.49,18254.66,14626.83,0,Cheque,Paid,1034695.4
86050,BKAIPAY76655203,2885,5,2026-10-07,32881.49,22171.74,10709.75,0,UPI,Paid,1012523.66
86051,BKAIPAY23689404,2885,6,2026-11-06,32881.49,24498.87,8382.62,0,UPI,Paid,988024.79
86052,BKAIPAY79449621,2885,7,2026-12-06,32881.49,23333.67,9547.82,0,IMPS,Paid,964691.12
86053,BKAIPAY22852275,2885,8,2027-01-05,32881.49,24072.42,8809.07,0,Auto Debit,Paid,940618.7
86054,BKAIPAY24833318,2885,9,2027-02-04,32881.49,22411.92,10469.57,0,NEFT,Paid,918206.78
86055,BKAIPAY53231597,2885,10,2027-03-06,32881.49,24567.07,8314.42,0,Auto Debit,Paid,893639.71
86056,BKAIPAY62390518,2885,11,2027-04-05,32881.49,20132.76,12748.73,0,Auto Debit,Paid,873506.95
86057,BKAIPAY53497313,2885,12,2027-05-05,32881.49,22365.55,10515.94,0,UPI,Paid,851141.4
86058,BKAIPAY20796798,2885,13,2027-06-04,32881.49,24378.22,8503.27,0,UPI,Paid,826763.18
86059,BKAIPAY78177440,2885,14,2027-07-04,32881.49,20141.11,12740.38,0,UPI,Paid,806622.07
86060,BKAIPAY48635885,2885,15,2027-08-03,32881.49,20020.51,12860.98,0,UPI,Paid,786601.56
86061,BKAIPAY81593645,2885,16,2027-09-02,32881.49,24649.07,8232.42,976,Auto Debit,Late,761952.49
86062,BKAIPAY89908784,2885,17,2027-10-02,32881.49,25480.44,7401.05,0,Cash,Paid,736472.05
86063,BKAIPAY90077767,2885,18,2027-11-01,32881.49,19641.59,13239.9,0,UPI,Paid,716830.46
86064,BKAIPAY45837458,2885,19,2027-12-01,32881.49,18378.62,14502.87,0,IMPS,Paid,698451.84
86065,BKAIPAY69889340,2885,20,2027-12-31,32881.49,21643.07,11238.42,221,Auto Debit,Late,676808.77
86066,BKAIPAY93250302,2885,21,2028-01-30,32881.49,19320.44,13561.05,1266,IMPS,Late,657488.33
86067,BKAIPAY90054370,2885,22,2028-02-29,32881.49,21570.04,11311.45,0,Auto Debit,Paid,635918.29
86068,BKAIPAY90273286,2885,23,2028-03-30,32881.49,19967.68,12913.81,0,IMPS,Paid,615950.61
86069,BKAIPAY74319299,2885,24,2028-04-29,32881.49,19307.77,13573.72,0,Cash,Paid,596642.84
86070,BKAIPAY12598419,2885,25,2028-05-29,32881.49,18233.82,14647.67,0,Auto Debit,Paid,578409.02
86071,BKAIPAY35359123,2885,26,2028-06-28,32881.49,18171.34,14710.15,0,Cash,Paid,560237.68
86072,BKAIPAY34047716,2885,27,2028-07-28,32881.49,21465.91,11415.58,521,UPI,Late,538771.77
86073,BKAIPAY69284890,2885,28,2028-08-27,32881.49,21497.65,11383.84,0,UPI,Paid,517274.12
86074,BKAIPAY62550809,2885,29,2028-09-26,32881.49,25620.4,7261.09,0,Auto Debit,Paid,491653.72
86075,BKAIPAY31508777,2885,30,2028-10-26,32881.49,24313.31,8568.18,0,Auto Debit,Paid,467340.41
86076,BKAIPAY83696376,2885,31,2028-11-25,32881.49,18208.99,14672.5,0,Auto Debit,Paid,449131.42
86077,BKAIPAY11682442,2885,32,2028-12-25,32881.49,24200.13,8681.36,0,UPI,Paid,424931.29
86078,BKAIPAY13174004,2885,33,2029-01-24,32881.49,21227.1,11654.39,0,Cheque,Paid,403704.19
86079,BKAIPAY42506668,2885,34,2029-02-23,32881.49,23798.93,9082.56,0,UPI,Paid,379905.26
86080,BKAIPAY17984117,2886,1,2024-07-15,30345.66,20411.71,9933.95,0,NEFT,Paid,1132723.37
86081,BKAIPAY48764086,2886,2,2024-08-14,30345.66,20889.59,9456.07,0,NEFT,Paid,1111833.78
86082,BKAIPAY86532474,2886,3,2024-09-13,30345.66,18298.04,12047.62,0,NEFT,Paid,1093535.74
86083,BKAIPAY44023942,2886,4,2024-10-13,30345.66,18716.24,11629.42,0,Cash,Paid,1074819.5
86084,BKAIPAY31083731,2886,5,2024-11-12,30345.66,19429.74,10915.92,0,Auto Debit,Paid,1055389.76
86085,BKAIPAY27882217,2886,6,2024-12-12,30345.66,16839.14,13506.52,0,NEFT,Paid,1038550.62
86086,BKAIPAY20689076,2886,7,2025-01-11,30345.66,17151.14,13194.52,0,UPI,Paid,1021399.48
86087,BKAIPAY27518809,2886,8,2025-02-10,30345.66,23464.11,6881.55,0,Auto Debit,Paid,997935.37
86088,BKAIPAY43182123,2886,9,2025-03-12,30345.66,19329.38,11016.28,0,IMPS,Paid,978605.99
86089,BKAIPAY78240385,2886,10,2025-04-11,30345.66,18360.04,11985.62,0,Cheque,Paid,960245.95
86090,BKAIPAY93542961,2886,11,2025-05-11,30345.66,17670.06,12675.6,0,Auto Debit,Paid,942575.89
86091,BKAIPAY87592470,2886,12,2025-06-10,30345.66,23185.72,7159.94,0,Auto Debit,Paid,919390.17
86092,BKAIPAY44715058,2886,13,2025-07-10,30345.66,17365.48,12980.18,0,IMPS,Paid,902024.69
86093,BKAIPAY51748602,2886,14,2025-08-09,30345.66,18164.38,12181.28,0,UPI,Paid,883860.31
86094,BKAIPAY30608111,2886,15,2025-09-08,30345.66,19058.24,11287.42,0,UPI,Paid,864802.07
86095,BKAIPAY86678499,2886,16,2025-10-08,30345.66,18387.2,11958.46,0,IMPS,Paid,846414.87
86096,BKAIPAY51132485,2886,17,2025-11-07,30345.66,19412.31,10933.35,0,Cash,Paid,827002.56
86097,BKAIPAY15964395,2886,18,2025-12-07,30345.66,17518.11,12827.55,0,Cheque,Paid,809484.45
