loan_id,loan_number,customer_id,account_id,loan_type_id,branch_id,loan_amount,interest_rate,tenure_months,emi_amount,outstanding_balance,disbursement_date,maturity_date,loan_status,collateral_value,credit_score,purpose,risk_category
2267,BKAILN54620660,7833,9465,4,22,676272,9.58,98,9974.79,228903.87,2019-01-17,2027-02-04,Active,0.0,881,Business Expansion,Low
2268,BKAILN26510980,6683,8950,11,97,206910,11.72,69,4135.82,188144.97,2024-04-09,2029-12-09,Active,238405.02,413,Education,High
2269,BKAILN76550843,6139,18676,5,16,143340,9.98,15,10204.08,108307.12,2020-07-22,2021-10-15,Active,190104.11,840,Home Purchase,Low
2270,BKAILN16538640,5565,15255,1,72,112510,9.3,327,947.88,59866.16,2022-05-21,2049-03-30,Active,168560.82,540,Working Capital,High
2271,BKAILN74209875,8767,12581,12,22,1555229,11.68,8,203014.72,1420981.85,2022-02-20,2022-10-18,Active,0.0,544,Home Purchase,High
2272,BKAILN89850547,6771,7942,11,96,2055559,9.78,41,59179.76,925681.58,2018-11-18,2022-04-01,Active,3304877.73,686,Vehicle Purchase,Medium
2273,BKAILN68756586,1369,11469,10,75,633928,7.31,115,7682.98,305722.28,2025-05-27,2034-11-06,Active,1074287.99,572,Business Expansion,High
2274,BKAILN32153640,9141,17732,3,54,431234,9.78,32,15364.17,338685.1,2022-08-26,2025-04-12,Active,530880.31,792,Medical,Low
2275,BKAILN14923951,7571,12945,11,98,625993,10.03,83,10488.55,410269.14,2017-08-18,2024-06-12,Active,818016.2,680,Personal Expenses,Medium
2276,BKAILN39908806,8001,5557,9,32,66997,13.44,22,3452.83,14925.15,2022-06-24,2024-04-14,Active,92092.71,787,Agriculture,Low
2277,BKAILN71331770,5303,15419,2,90,2711594,15.89,57,68061.96,2387358.73,2017-07-22,2022-03-28,Active,0.0,579,Personal Expenses,High
2278,BKAILN38048221,6389,14536,12,56,1743682,15.09,22,91220.69,1076380.73,2020-02-22,2021-12-13,Active,0.0,847,Vehicle Purchase,Low
2279,BKAILN86477332,913,7746,12,44,243447,14.25,7,36449.6,193465.55,2025-06-14,2026-01-10,Default,0.0,535,Agriculture,High
2280,BKAILN38384236,5853,10069,12,87,1245674,10.65,10,130728.42,1082659.13,2025-05-02,2026-02-26,Active,0.0,729,Agriculture,Medium
2281,BKAILN60961074,5093,9363,1,14,493159,10.29,203,5136.45,106807.17,2022-03-29,2038-11-30,Active,599501.94,440,Education,High
2282,BKAILN73166821,7425,19357,5,43,1552161,9.04,15,109822.82,625101.06,2022-10-22,2024-01-15,Active,2577785.88,550,Personal Expenses,High
2283,BKAILN30764786,5411,2492,12,22,1260263,15.87,35,45215.02,761347.24,2022-09-04,2025-07-20,Active,0.0,661,Working Capital,Medium
2284,BKAILN74464062,9650,5740,12,80,4485445,13.8,15,327274.03,3568496.47,2021-11-11,2023-02-04,Active,0.0,461,Agriculture,High
2285,BKAILN92753361,865,4660,6,8,3666853,17.14,38,125711.97,3502533.66,2018-12-11,2022-01-24,Active,0.0,877,Working Capital,Low
2286,BKAILN85729920,5241,15394,5,41,1674973,8.11,6,285802.58,1586551.78,2024-07-31,2025-01-27,Active,2174128.3,724,Working Capital,Medium
2287,BKAILN51915246,2144,14234,2,96,1775639,15.8,37,60934.39,631928.97,2018-08-09,2021-08-23,Active,0.0,372,Vehicle Purchase,High
2288,BKAILN76575519,3095,14708,1,19,6715413,9.4,156,74726.63,1088253.11,2024-08-24,2037-06-17,Active,10201872.94,838,Agriculture,Low
2289,BKAILN74553778,1394,12603,6,7,1882048,17.98,118,34095.13,1804890.84,2017-07-09,2027-03-19,Default,0.0,367,Medical,High
2290,BKAILN97602773,7044,1777,12,86,82062,15.32,13,6890.89,30463.52,2018-03-19,2019-04-13,Active,0.0,729,Home Purchase,Medium
2291,BKAILN42251899,6808,15910,11,93,95697,11.92,36,3174.85,68493.99,2023-09-23,2026-09-07,Default,109742.43,894,Agriculture,Low
2292,BKAILN37920954,4100,16524,8,15,1003670,12.29,178,12281.69,415252.93,2021-07-01,2036-02-13,Active,1336463.82,359,Vehicle Purchase,High
2293,BKAILN82122731,2217,6297,4,89,605953,9.93,52,14386.74,172624.61,2021-05-03,2025-08-10,Active,0.0,350,Business Expansion,High
2294,BKAILN60535131,4103,569,4,56,4181129,9.96,41,120731.27,2166071.74,2025-03-08,2028-07-20,Active,0.0,446,Agriculture,High
2295,BKAILN48339185,9216,8018,1,95,722558,9.12,192,7166.25,382782.89,2019-10-26,2035-08-03,Default,874317.29,730,Education,Medium
2296,BKAILN56288555,2749,1101,8,21,1022712,11.44,208,11323.4,623963.76,2020-08-08,2037-09-08,Active,1715637.26,472,Working Capital,High
2297,BKAILN89422104,9658,9836,9,78,292271,12.29,41,8765.58,168830.22,2022-07-15,2025-11-26,Active,478318.26,386,Business Expansion,High
2298,BKAILN50067637,7088,8239,7,99,1721334,13.23,97,28983.34,1189665.92,2021-02-01,2029-01-20,Active,0.0,600,Medical,High
2299,BKAILN54323220,4189,16178,10,2,20483144,7.02,45,519042.31,11750913.14,2017-03-26,2020-12-05,Active,29636252.19,674,Personal Expenses,Medium
2300,BKAILN66843764,8030,4695,8,98,594481,11.1,148,7390.73,459979.23,2025-01-05,2037-03-03,Active,910296.58,533,Working Capital,High
2301,BKAILN42388547,4422,13873,1,6,2116849,9.92,352,18520.48,1132941.86,2020-04-29,2049-03-28,Active,3382216.18,807,Business Expansion,Low
2302,BKAILN33821893,7993,11316,7,37,1522000,10.04,88,24505.91,631698.8,2022-06-30,2029-09-21,Active,0.0,631,Medical,High
2303,BKAILN79936649,8325,2302,3,45,9212116,11.22,72,176383.93,6559483.89,2021-07-09,2027-06-08,Active,12860422.33,700,Personal Expenses,Medium
2304,BKAILN50468810,707,18536,2,31,8493018,15.69,58,209816.76,5127321.16,2020-11-07,2025-08-13,Active,0.0,896,Medical,Low
2305,BKAILN39404895,3393,19236,7,43,57419,10.88,175,655.73,11765.75,2020-11-13,2035-03-30,Active,0.0,373,Medical,High
2306,BKAILN96065653,7040,18597,3,58,656531,9.18,82,10808.16,105464.08,2020-12-20,2027-09-15,Active,781312.25,448,Vehicle Purchase,High
2307,BKAILN36601541,1398,18732,9,55,1715791,13.28,56,41271.52,1335396.44,2019-02-05,2023-09-12,Closed,2496866.14,718,Home Purchase,Medium
2308,BKAILN85618104,1288,13827,6,33,1044989,12.13,92,17500.55,274192.41,2023-06-13,2031-01-02,Active,0.0,655,Home Purchase,Medium
2309,BKAILN86593769,8232,13935,2,32,1729792,11.51,48,45137.01,1345486.22,2024-04-16,2028-03-26,Active,0.0,392,Home Purchase,High
2310,BKAILN37660273,5781,16068,9,59,168605,11.13,34,5804.68,79565.58,2025-05-14,2028-02-28,Active,226572.85,781,Vehicle Purchase,Low
2311,BKAILN72917740,3330,606,3,28,2007832,11.24,57,45622.14,264634.78,2017-07-17,2022-03-23,Active,3410506.42,463,Vehicle Purchase,High
2312,BKAILN20853327,1900,18245,9,66,209701,10.28,40,6214.15,64240.11,2017-05-17,2020-08-29,Active,280806.09,723,Education,Medium
2313,BKAILN85454788,5487,6550,1,84,506933,10.42,333,4663.92,500074.89,2018-01-12,2045-05-20,Default,900621.48,368,Business Expansion,High
2314,BKAILN95570226,6412,13891,12,50,2329681,11.12,26,101242.86,1930339.54,2025-03-02,2027-04-21,Active,0.0,514,Agriculture,High
2315,BKAILN79178713,4586,11020,11,2,2734787,12.38,63,59249.61,1292819.19,2023-09-23,2028-11-25,Active,4633645.32,895,Personal Expenses,Low
2316,BKAILN99428556,1764,6583,10,20,4521689,7.15,34,147310.7,1922189.47,2020-01-01,2022-10-17,Active,6065960.23,502,Working Capital,High
2317,BKAILN17316826,6049,13200,3,65,1192108,11.5,52,29217.26,170105.01,2021-08-30,2025-12-07,Active,1984104.86,555,Home Purchase,High
2318,BKAILN77175617,5826,5243,8,93,3383126,11.76,92,55976.58,1227732.8,2018-07-09,2026-01-28,Active,5004548.47,373,Medical,High
2319,BKAILN21979420,4032,13106,9,93,1995358,11.76,22,101268.39,992781.45,2020-04-07,2022-01-27,Active,2772667.95,888,Working Capital,Low
2320,BKAILN99444020,389,4294,8,73,122176,10.45,148,1471.85,84296.66,2019-02-20,2031-04-18,Active,190543.76,877,Vehicle Purchase,Low
2321,BKAILN82790574,8783,14318,10,44,3341506,9.34,36,106788.55,2930825.21,2020-11-29,2023-11-14,Active,3855352.62,543,Home Purchase,High
2322,BKAILN79198409,3073,4642,12,27,1982758,16.24,35,71497.57,912566.64,2017-06-04,2020-04-19,Active,0.0,754,Working Capital,Low
2323,BKAILN85419724,5361,7529,10,53,473135,9.27,61,9756.17,243052.83,2018-05-11,2023-05-15,Active,657916.86,408,Personal Expenses,High
2324,BKAILN83703327,1642,2186,9,21,6173186,9.69,40,181210.23,5764364.75,2022-12-30,2026-04-13,Active,9867031.32,863,Agriculture,Low
2325,BKAILN77550050,3667,12299,7,47,2687412,14.19,121,41876.11,982824.95,2022-12-30,2032-12-07,Active,0.0,556,Home Purchase,High
2326,BKAILN89047966,6686,16028,8,62,2010530,11.24,208,21995.31,1088390.89,2021-11-05,2038-12-06,Active,2615501.82,498,Vehicle Purchase,High
2327,BKAILN46312075,6975,18015,7,84,2318326,14.0,63,52169.21,1463580.58,2025-06-09,2030-08-12,Active,0.0,649,Medical,High
2328,BKAILN28333930,9664,5771,12,55,235486,14.47,30,9401.46,93597.27,2023-09-13,2026-03-01,Active,0.0,396,Agriculture,High
2329,BKAILN61822188,2002,10338,3,78,1566174,9.78,55,35447.23,587737.39,2024-12-03,2029-06-10,Active,2654024.77,600,Home Purchase,High
2330,BKAILN41110667,5064,16258,1,37,354038,8.31,354,2685.04,334341.5,2019-10-28,2048-11-24,Active,453290.15,751,Agriculture,Low
2331,BKAILN76815040,1109,17160,10,29,383566,7.7,85,5868.57,221707.4,2019-01-23,2026-01-16,Active,676004.7,687,Medical,Medium
2332,BKAILN98075758,686,6433,1,97,1635743,9.04,152,18110.05,316038.87,2024-09-28,2037-03-24,Active,2905950.66,896,Vehicle Purchase,Low
2333,BKAILN40637785,2286,8091,12,72,4421845,10.59,15,316028.37,2689566.58,2021-12-26,2023-03-21,Active,0.0,337,Personal Expenses,High
2334,BKAILN37113660,5075,548,11,83,2152144,11.17,53,51628.13,1333284.95,2019-08-19,2023-12-26,Active,2849711.68,372,Personal Expenses,High
2335,BKAILN99188928,3351,14671,9,91,1108587,10.48,41,32284.46,306965.08,2019-10-11,2023-02-22,Active,1404771.28,882,Agriculture,Low
2336,BKAILN39965846,1728,2546,7,61,1489696,10.83,54,34974.96,585649.47,2019-04-29,2023-10-05,Active,0.0,527,Home Purchase,High
2337,BKAILN84178346,9942,4417,6,98,262856,14.06,69,5575.77,211339.25,2017-08-09,2023-04-10,Active,0.0,872,Medical,Low
2338,BKAILN38080254,6843,425,1,49,1170229,10.32,255,11341.38,909456.77,2018-07-03,2039-06-13,Active,1439369.66,313,Personal Expenses,High
2339,BKAILN35413170,6634,9235,2,74,1752208,14.96,33,65091.79,1563670.68,2017-01-31,2019-10-18,Active,0.0,365,Personal Expenses,High
2340,BKAILN79552700,8714,4792,5,42,1148387,10.09,9,133022.9,482207.32,2023-07-06,2024-04-01,Active,1841350.4,604,Agriculture,High
2341,BKAILN52234872,7091,15609,11,32,601777,12.87,62,13338.23,472820.89,2024-05-02,2029-06-05,Active,705353.65,414,Working Capital,High
2342,BKAILN11240901,9970,17846,2,26,200391,12.9,66,4255.27,155466.48,2020-11-11,2026-04-14,Active,0.0,844,Medical,Low
2343,BKAILN16928405,4074,9805,2,96,3357323,16.95,40,110441.19,1874161.44,2021-11-30,2025-03-14,Active,0.0,738,Working Capital,Medium
2344,BKAILN28576633,4570,10520,7,58,497799,10.62,73,9286.58,485061.27,2018-07-05,2024-07-03,Active,0.0,668,Business Expansion,Medium
2345,BKAILN32305372,4413,4763,6,60,428780,17.05,55,11287.43,45793.98,2019-05-28,2023-12-03,Active,0.0,507,Business Expansion,High
2346,BKAILN34140835,3533,15382,11,4,837023,11.6,66,17214.24,805823.0,2020-04-24,2025-09-25,Active,1067753.49,727,Working Capital,Medium
2347,BKAILN91968126,2540,5861,11,93,1430927,13.47,54,35480.15,1419178.05,2019-02-07,2023-07-16,Active,1763541.83,425,Vehicle Purchase,High
2348,BKAILN34887966,5711,7886,2,88,9281787,16.29,34,342639.55,9272226.48,2016-12-06,2019-09-22,Active,0.0,701,Business Expansion,Medium
2349,BKAILN45068257,59,1677,9,30,1083438,11.12,33,38257.55,974049.0,2019-07-24,2022-04-09,Active,1886738.47,387,Medical,High
2350,BKAILN69965419,9496,17914,1,49,133106,8.71,354,1047.06,49580.41,2018-01-05,2047-02-02,Active,203473.98,615,Business Expansion,High
2351,BKAILN18010458,8594,13692,7,23,356296,14.06,140,5190.83,272648.5,2016-10-05,2028-04-05,Active,0.0,675,Agriculture,Medium
2352,BKAILN33466490,3456,665,9,74,377736,10.91,30,14443.09,215863.43,2017-11-16,2020-05-04,Active,646404.02,851,Working Capital,Low
2353,BKAILN37159949,4000,539,9,71,1865387,11.48,45,51209.01,544919.79,2018-01-19,2021-09-30,Active,2325272.1,706,Home Purchase,Medium
2354,BKAILN79198187,4653,16372,2,37,2059901,14.02,62,46883.17,783662.11,2020-12-16,2026-01-19,Active,0.0,350,Business Expansion,High
2355,BKAILN62101869,6752,7697,7,99,183235,13.94,73,3736.72,28393.51,2024-06-08,2030-06-07,Active,0.0,400,Education,High
2356,BKAILN30436467,2668,18840,3,46,3283571,10.45,47,85432.57,2206871.24,2019-07-10,2023-05-20,Active,4654791.45,687,Business Expansion,Medium
2357,BKAILN34515688,6382,201,11,38,2334701,9.51,43,64283.85,1104581.64,2016-10-27,2020-05-09,Active,2639686.81,361,Home Purchase,High
2358,BKAILN27998275,5117,9092,11,10,3407191,9.92,40,100385.97,665618.85,2018-07-03,2021-10-15,Default,5710378.97,688,Agriculture,Medium
2359,BKAILN56861561,918,5823,7,88,3339869,12.95,151,44926.42,3066867.65,2023-11-06,2036-04-01,Active,0.0,740,Medical,Medium
2360,BKAILN92751260,8452,12284,9,4,2058661,12.08,34,71802.04,1919710.13,2018-04-20,2021-02-03,Active,3254561.41,475,Home Purchase,High
2361,BKAILN98188852,3264,4000,6,64,1392649,15.47,107,24065.04,432537.94,2021-09-10,2030-06-25,Active,0.0,527,Vehicle Purchase,High
2362,BKAILN33860305,2566,190,8,24,6431974,11.01,141,81497.06,4666398.87,2019-04-23,2030-11-21,Active,8393049.14,892,Business Expansion,Low
2363,BKAILN10481228,1970,5175,6,54,74934,16.5,35,2711.71,66364.96,2020-07-24,2023-06-09,Active,0.0,860,Education,Low
2364,BKAILN42025663,888,8096,6,89,619634,17.75,120,11065.35,97294.81,2018-10-09,2028-08-17,Active,0.0,602,Working Capital,High
2365,BKAILN49686546,775,7602,1,62,4518068,9.92,163,50563.77,2733604.79,2022-10-25,2036-03-15,Active,6569631.52,588,Working Capital,High
2366,BKAILN65148305,4173,3147,5,37,2647433,8.63,24,120498.35,720021.25,2025-04-15,2027-04-05,Active,4738211.01,835,Medical,Low
2367,BKAILN98689855,1734,10964,3,75,2085370,10.67,26,90189.14,1967793.62,2022-06-13,2024-08-01,Active,3040073.84,807,Working Capital,Low
2368,BKAILN73152163,9379,7586,2,73,2714691,14.68,39,87944.68,889933.43,2020-01-31,2023-04-15,Active,0.0,563,Business Expansion,High
2369,BKAILN47183826,8683,12981,8,43,2041464,9.44,124,25838.19,928939.91,2021-07-03,2031-09-09,Active,3216777.33,816,Personal Expenses,Low
2370,BKAILN49216335,7700,8629,4,14,1293480,10.42,95,20050.73,587734.35,2023-01-17,2030-11-06,Active,0.0,359,Business Expansion,High
2371,BKAILN93906197,4621,156,9,40,1746154,9.51,39,52223.95,1416943.45,2024-01-06,2027-03-21,Active,2749959.46,899,Medical,Low
2372,BKAILN66201753,9186,9492,6,72,42423728,11.82,14,3258879.9,9297532.31,2021-04-25,2022-06-19,Closed,0.0,740,Medical,Medium
2373,BKAILN43352234,5543,7999,11,63,1339664,12.46,51,33967.02,449406.83,2023-10-29,2028-01-06,Active,2080856.89,368,Vehicle Purchase,High
2374,BKAILN28206538,6507,1369,3,67,320083,10.73,80,5618.37,251772.7,2018-07-03,2025-01-27,Active,432280.84,675,Working Capital,Medium
2375,BKAILN50880085,7460,10783,4,35,488662,9.22,167,5204.07,321276.28,2022-08-27,2036-05-15,Active,0.0,800,Medical,Low
2376,BKAILN19106960,9883,10160,11,47,49491129,12.98,52,1249383.27,30601909.14,2025-01-20,2029-04-29,Active,68887083.92,846,Agriculture,Low
2377,BKAILN56053199,7703,6737,6,52,3614581,15.02,69,78530.53,2596898.25,2016-10-30,2022-07-01,Active,0.0,321,Business Expansion,High
2378,BKAILN31682480,1706,16478,1,85,1115175,9.42,310,9604.79,390447.77,2018-05-03,2043-10-19,Active,1394196.13,785,Personal Expenses,Low
2379,BKAILN51366279,1150,3891,11,5,1389913,11.32,28,56716.19,717660.0,2019-10-29,2022-02-15,Active,1754236.25,553,Working Capital,High
2380,BKAILN29269725,9615,3856,8,22,2609797,12.49,167,33022.68,636351.24,2017-09-19,2031-06-08,Active,4390567.58,866,Working Capital,Low
2381,BKAILN54927309,6028,6335,11,60,2268358,10.16,60,48374.68,430825.89,2022-03-24,2027-02-26,Active,3599843.15,873,Home Purchase,Low
2382,BKAILN12925753,8079,4039,12,56,1373102,15.27,12,124108.88,636025.75,2019-02-28,2020-02-23,Active,0.0,805,Vehicle Purchase,Low
2383,BKAILN59605740,6723,1480,5,20,494278,9.64,35,16256.77,376052.35,2017-02-17,2020-01-03,Active,556234.0,755,Business Expansion,Low
2384,BKAILN77552125,5410,10011,1,20,584621,9.88,199,5983.75,448127.11,2019-08-17,2035-12-21,Active,715298.69,875,Medical,Low
2385,BKAILN36159865,6735,13365,12,81,422864,12.1,24,19925.43,392303.8,2018-04-21,2020-04-10,Active,0.0,791,Working Capital,Low
2386,BKAILN35167733,9617,4682,5,46,26333463,9.34,36,841570.32,24195386.0,2020-01-27,2023-01-11,Active,45745992.23,630,Home Purchase,High
2387,BKAILN73815683,4743,7354,7,90,4341451,13.31,138,61595.72,3434372.5,2025-06-24,2036-10-24,Active,0.0,409,Home Purchase,High
2388,BKAILN57261097,2420,15739,3,100,6014330,9.89,74,108886.86,4293447.45,2020-11-30,2026-12-29,Default,10180490.64,776,Personal Expenses,Low
2389,BKAILN11244278,6725,9688,2,23,1981900,17.93,69,46226.04,1520434.98,2023-02-11,2028-10-12,Default,0.0,633,Personal Expenses,High
2390,BKAILN63370240,2220,5504,3,57,1941906,10.6,62,40811.54,1045469.12,2024-05-16,2029-06-19,Active,3113851.58,772,Working Capital,Low
2391,BKAILN26926289,5497,13715,5,7,1842911,8.74,8,237977.97,1835632.02,2022-01-14,2022-09-11,Active,2379007.19,794,Agriculture,Low
2392,BKAILN14404289,3028,12874,8,9,2187919,12.46,191,26386.71,1584784.63,2021-02-13,2036-10-22,Active,2571350.85,659,Home Purchase,Medium
2393,BKAILN68442003,6652,10584,12,37,2566509,14.24,21,138794.48,1254416.37,2017-07-07,2019-03-29,Active,0.0,749,Working Capital,Medium
2394,BKAILN32369333,8202,14233,4,10,37640370,11.44,69,746966.58,11259333.18,2022-05-23,2028-01-22,Active,0.0,529,Home Purchase,High
2395,BKAILN84883048,9177,12611,6,38,175703,14.88,20,9973.57,52925.3,2024-03-15,2025-11-05,Active,0.0,754,Working Capital,Low
2396,BKAILN93603480,6120,1184,3,72,3847455,10.08,44,104957.24,413828.04,2019-12-03,2023-07-15,Active,6828516.25,460,Personal Expenses,High
2397,BKAILN52676369,9197,13014,5,77,3441469,8.87,10,358292.45,2035788.86,2017-09-01,2018-06-28,Active,4831179.69,477,Agriculture,High
2398,BKAILN88836674,7320,11903,4,10,4718569,9.75,30,177867.77,2027021.89,2024-10-18,2027-04-06,Active,0.0,794,Medical,Low
2399,BKAILN81130078,326,2168,8,80,1201656,12.07,124,17001.77,409051.35,2023-04-14,2033-06-20,Default,2052201.74,642,Agriculture,High
2400,BKAILN55014786,4068,4954,12,19,2374047,11.46,12,210331.95,920796.11,2024-08-21,2025-08-16,Active,0.0,741,Vehicle Purchase,Medium
2401,BKAILN92600750,9149,17539,8,35,698769,9.14,233,6417.66,175419.94,2024-04-16,2043-06-06,Active,1121090.22,374,Vehicle Purchase,High
2402,BKAILN11112124,233,17079,4,3,6001482,10.29,101,89059.71,1194109.41,2019-09-22,2028-01-08,Active,0.0,555,Home Purchase,High
2403,BKAILN55622787,547,18117,6,95,71915,16.97,77,1538.95,53300.42,2022-05-02,2028-08-28,Active,0.0,325,Home Purchase,High
2404,BKAILN24181622,3866,2245,6,13,4690951,13.64,102,77923.43,2961252.21,2018-11-14,2027-04-01,Active,0.0,488,Agriculture,High
2405,BKAILN77876608,1881,4884,10,91,6348581,7.91,14,476207.58,5374163.03,2020-06-23,2021-08-17,Active,10431009.33,447,Working Capital,High
2406,BKAILN90372030,1227,5642,10,50,2216320,8.57,36,70035.67,1784313.06,2019-03-23,2022-03-07,Active,2846689.88,628,Education,High
2407,BKAILN66313698,6402,11614,1,63,38001377,8.8,140,435121.98,20744671.92,2021-07-14,2033-01-12,Active,65782457.88,422,Business Expansion,High
2408,BKAILN49017326,1646,13040,4,35,7543480,8.59,171,76628.14,5339810.72,2019-02-11,2033-02-27,Active,0.0,705,Agriculture,Medium
2409,BKAILN84166566,8016,12634,3,33,2797045,11.6,69,55736.33,1467294.37,2025-03-30,2030-11-29,Active,3366031.51,577,Education,High
2410,BKAILN11787930,5291,16516,7,26,1692253,10.04,67,33097.53,773655.26,2019-05-27,2024-11-26,Active,0.0,816,Vehicle Purchase,Low
2411,BKAILN89122851,2818,498,1,56,1828524,9.42,214,17668.95,1111996.1,2021-07-18,2039-02-14,Active,3199026.89,427,Working Capital,High
2412,BKAILN42211272,6789,17658,7,31,19534268,12.87,57,459844.76,14055012.2,2020-08-13,2025-04-19,Active,0.0,442,Education,High
2413,BKAILN31608946,2199,16841,8,3,2863441,10.19,125,37265.23,2438291.28,2020-03-24,2030-06-30,Active,4795787.45,333,Personal Expenses,High
2414,BKAILN48421632,4383,14904,8,29,7484711,9.28,66,145225.46,1647890.83,2025-04-21,2030-09-22,Active,10258561.79,885,Medical,Low
2415,BKAILN80945891,7065,13991,5,60,489845,8.29,34,16214.87,131107.67,2023-01-26,2025-11-11,Active,620551.99,426,Home Purchase,High
2416,BKAILN98834351,1008,9676,7,1,3974235,11.82,136,53164.17,3712117.78,2017-07-06,2028-09-06,Active,0.0,381,Vehicle Purchase,High
2417,BKAILN96483212,3633,6174,4,96,1326867,11.47,166,15976.12,700731.93,2017-07-10,2031-02-27,Closed,0.0,654,Education,Medium
2418,BKAILN71201673,7475,8266,3,47,168476,9.8,61,3517.76,91530.57,2016-12-06,2021-12-10,Active,238512.9,485,Working Capital,High
2419,BKAILN40504238,6201,6213,1,68,395175,8.62,147,4361.67,226711.29,2022-05-05,2034-06-01,Active,554186.77,335,Agriculture,High
2420,BKAILN54456350,9632,18365,12,32,3248781,15.1,21,177009.0,2275568.11,2016-07-30,2018-04-21,Active,0.0,773,Vehicle Purchase,Low
2421,BKAILN30161306,5198,10175,8,53,250969,11.63,74,4767.49,79610.46,2021-09-07,2027-10-06,Active,389416.0,355,Agriculture,High
2422,BKAILN79768720,9331,16934,12,56,3215557,14.49,26,144842.5,2244637.58,2019-08-12,2021-09-30,Active,0.0,369,Agriculture,High
2423,BKAILN25403636,9180,10988,12,96,32013691,16.02,33,1205801.37,7092986.99,2018-12-07,2021-08-23,Active,0.0,366,Medical,High
2424,BKAILN77804320,9559,12422,11,46,77084,10.83,64,1590.86,47318.21,2020-01-14,2025-04-17,Active,92219.25,501,Personal Expenses,High
2425,BKAILN23075125,4187,5830,11,65,421195,11.36,29,16676.94,314333.2,2019-05-02,2021-09-18,Active,499675.25,330,Agriculture,High
2426,BKAILN85841389,6514,14592,10,13,679950,7.17,35,21587.01,223038.77,2024-04-17,2027-03-03,Active,1025285.54,343,Home Purchase,High
2427,BKAILN96048381,4801,19305,11,51,4647288,11.55,24,217788.65,1606137.62,2023-06-12,2025-06-01,Active,7255674.21,795,Education,Low
2428,BKAILN97581747,3558,8390,10,27,154005,7.89,78,2530.15,36924.19,2020-04-16,2026-09-12,Active,205184.12,484,Medical,High
2429,BKAILN62076839,5486,17434,6,62,1282529,12.62,67,26768.14,417619.28,2023-02-12,2028-08-14,Active,0.0,433,Medical,High
2430,BKAILN78451665,489,13532,11,11,1856975,9.78,43,51367.68,1710673.86,2020-03-24,2023-10-05,Closed,2140179.57,486,Home Purchase,High
2431,BKAILN71668143,1962,5580,8,38,1984746,11.95,160,24856.81,1707309.03,2016-08-08,2029-09-29,Active,3456691.48,392,Working Capital,High
2432,BKAILN59890730,2366,11876,7,42,1013761,11.83,180,12056.18,454338.91,2023-04-17,2038-01-28,Active,0.0,886,Agriculture,Low
2433,BKAILN61808983,4392,13606,8,96,298800,9.72,62,6149.45,90117.37,2017-10-12,2022-11-15,Active,453211.17,772,Business Expansion,Low
2434,BKAILN69243351,5469,12926,3,90,4926237,10.96,29,194128.73,968424.55,2022-11-07,2025-03-26,Active,7395155.85,480,Medical,High
2435,BKAILN36957830,6391,4755,10,92,7826077,9.6,16,523053.03,2316056.01,2021-01-02,2022-04-27,Closed,8699129.99,703,Home Purchase,Medium
2436,BKAILN50327053,8216,3543,6,12,9281694,15.75,61,222057.47,8002401.54,2017-07-07,2022-07-11,Active,0.0,356,Working Capital,High
2437,BKAILN89953100,5193,19030,4,96,1824964,11.99,145,23884.21,975365.9,2023-09-16,2035-08-14,Active,0.0,467,Personal Expenses,High
2438,BKAILN88895245,9915,12589,8,78,1256112,10.64,75,23001.11,167364.09,2016-11-11,2023-01-09,Active,1460130.0,486,Business Expansion,High
2439,BKAILN38473591,2109,12816,6,66,1502981,13.05,82,27793.51,1199885.79,2023-01-26,2029-10-21,Active,0.0,407,Personal Expenses,High
2440,BKAILN91541051,1105,17246,5,35,1023688,9.26,11,97426.54,562772.43,2021-06-20,2022-05-16,Active,1185957.28,438,Working Capital,High
2441,BKAILN30822341,3607,12079,2,47,2356405,15.92,57,59183.77,948210.13,2021-05-31,2026-02-04,Closed,0.0,460,Working Capital,High
2442,BKAILN57890830,2355,17799,9,57,908860,11.71,13,74780.63,235942.12,2017-07-02,2018-07-27,Active,1590387.23,541,Personal Expenses,High
2443,BKAILN76952744,4360,13513,2,36,1755412,13.31,36,59409.22,824139.0,2023-09-30,2026-09-14,Active,0.0,617,Working Capital,High
2444,BKAILN16592464,8845,15735,1,41,18247933,9.27,158,200364.28,13747572.06,2021-07-16,2034-07-08,Active,20702210.51,859,Vehicle Purchase,Low
2445,BKAILN96134233,9111,13778,6,63,1209715,16.25,107,21473.0,239505.53,2025-05-20,2034-03-04,Active,0.0,875,Vehicle Purchase,Low
2446,BKAILN62165332,5415,7938,5,29,46779234,9.5,8,6057634.33,12839743.72,2021-04-11,2021-12-07,Active,64034597.45,602,Personal Expenses,High
2447,BKAILN32853057,8225,3751,8,79,9022436,9.97,206,91625.65,2170755.51,2023-11-05,2040-10-06,Closed,15389716.71,740,Working Capital,Medium
2448,BKAILN90569084,4748,285,1,41,933557,8.66,244,8146.38,135599.97,2021-12-28,2042-01-12,Closed,1656635.33,418,Home Purchase,High
2449,BKAILN70518349,3871,13425,5,49,555409,9.42,30,20851.34,93548.47,2018-10-30,2021-04-17,Active,749125.65,798,Working Capital,Low
2450,BKAILN80753302,5736,17170,10,58,1420826,7.34,83,21881.05,404206.88,2021-05-30,2028-03-24,Active,2001736.73,841,Working Capital,Low
